334 2508
233 294 50
233 310 50
233 327 50
234 238 50
234 240 50
234 245 50
234 281 50
234 284 50
234 286 50
234 291 25
234 292 50
234 315 50
236 248 50
236 254 50
236 262 50
236 272 50
236 283 50
236 287 50
236 289 50
236 298 50
237 241 50
237 242 50
237 260 50
237 282 50
237 285 50
237 287 50
237 289 50
238 240 50
238 245 50
238 255 50
238 259 50
238 281 50
238 284 50
238 286 50
238 291 50
238 292 50
238 315 50
238 325 50
238 331 50
239 249 50
239 273 50
240 245 50
240 281 50
240 284 50
240 286 50
240 291 50
240 292 50
240 315 50
241 242 50
241 260 50
241 282 50
241 285 50
241 287 50
241 289 50
242 260 50
242 282 50
242 285 50
242 287 50
242 289 50
244 280 50
245 281 50
245 284 50
245 286 50
245 291 50
245 292 50
245 315 50
246 257 50
246 268 50
246 284 50
246 332 50
248 254 50
248 262 50
248 272 50
248 283 50
248 287 50
248 289 50
248 298 50
250 256 50
252 292 50
252 301 50
253 270 50
254 262 50
254 272 50
254 283 50
254 287 50
254 289 50
254 298 50
255 259 50
255 331 50
256 291 50
257 278 50
257 279 50
257 284 50
257 304 50
258 261 50
258 275 50
258 288 50
259 331 50
260 269 50
260 282 50
260 285 50
260 287 50
260 289 50
261 275 50
261 288 50
262 272 50
262 283 50
262 287 50
262 289 50
262 298 50
263 332 50
264 267 50
264 268 50
264 280 50
264 328 50
266 332 50
267 268 50
267 280 50
267 328 50
268 280 50
268 328 50
268 332 50
270 322 50
271 326 25
272 283 50
272 287 50
272 289 50
272 298 50
273 292 50
274 325 50
275 288 50
278 279 50
278 304 50
279 304 50
280 328 50
281 284 50
281 286 50
281 291 50
281 292 50
281 315 50
282 285 50
282 287 50
282 289 50
283 287 50
283 289 50
283 298 50
284 286 50
284 291 50
284 292 50
284 315 50
285 287 50
285 289 50
286 291 50
286 292 50
286 315 50
287 289 25
287 298 50
289 298 50
290 311 50
291 292 50
291 315 50
292 301 50
292 315 50
294 304 50
294 312 50
294 314 50
294 321 50
296 318 50
304 312 50
304 314 50
304 321 50
309 317 50
310 327 50
312 314 50
312 321 50
314 321 50
317 322 50
