355 2783
211 243 50
211 248 50
211 252 50
211 268 50
211 274 50
211 282 50
211 286 50
211 287 50
211 306 50
211 308 50
211 310 50
211 311 50
211 318 50
211 320 50
211 323 50
211 347 50
212 221 50
212 232 50
212 242 50
212 243 50
212 248 50
212 252 50
212 256 50
212 268 50
212 274 50
212 282 50
212 286 50
212 287 50
212 289 50
212 293 50
212 297 50
212 306 50
212 308 25
212 310 50
212 311 50
212 320 25
212 323 50
212 347 50
213 223 50
213 239 50
213 257 50
213 259 50
213 264 50
213 277 50
213 278 50
213 287 50
213 294 50
213 300 50
213 325 50
213 333 50
213 335 50
214 284 50
215 227 50
215 229 50
215 330 50
215 337 50
216 318 50
217 226 25
217 235 50
217 267 50
217 304 50
217 319 50
217 322 50
217 331 50
217 333 50
217 345 50
217 349 50
217 352 50
218 314 50
218 339 25
219 263 50
219 269 50
219 274 50
219 344 50
220 326 50
221 243 50
221 248 50
221 252 50
221 268 50
221 274 50
221 282 50
221 285 50
221 286 25
221 287 50
221 288 50
221 303 50
221 305 50
221 306 50
221 308 50
221 310 50
221 311 50
221 319 50
221 320 50
221 323 50
221 340 50
221 346 50
221 347 50
222 269 50
222 280 50
222 308 50
222 309 50
222 323 50
222 347 50
223 239 50
223 257 50
223 259 50
223 264 50
223 277 50
223 278 50
223 287 50
223 294 50
223 300 50
223 325 50
223 332 50
223 333 50
223 335 50
224 300 50
225 312 50
226 267 50
226 304 50
226 319 50
226 322 50
226 333 50
226 345 50
226 349 50
226 352 50
227 237 50
227 251 50
227 330 50
228 283 25
228 290 50
228 303 50
228 354 25
229 275 50
229 330 50
231 263 50
231 294 50
232 242 50
232 256 50
232 289 50
232 293 50
232 297 50
232 308 50
232 320 50
233 261 50
233 292 50
233 330 50
234 244 50
234 281 50
234 333 50
235 324 50
235 331 50
238 307 50
239 257 50
239 259 50
239 264 50
239 277 50
239 278 50
239 287 50
239 294 50
239 300 50
239 325 50
239 333 50
239 335 50
240 245 50
240 249 50
240 259 50
240 292 50
240 351 50
241 249 50
242 256 50
242 289 50
242 293 50
242 297 50
242 308 50
242 320 50
242 323 50
242 329 50
243 246 50
243 248 50
243 252 50
243 266 50
243 268 50
243 274 50
243 282 50
243 285 50
243 286 50
243 287 50
243 306 50
243 308 50
243 310 50
243 311 50
243 320 50
243 323 50
243 347 50
245 249 50
245 259 50
245 292 50
245 351 50
246 266 50
246 285 50
247 289 50
248 252 50
248 268 50
248 274 50
248 276 50
248 282 50
248 286 50
248 287 50
248 306 50
248 308 50
248 310 50
248 311 50
248 320 50
248 323 50
248 347 50
249 259 50
249 292 50
249 351 50
250 258 50
250 280 50
250 313 50
252 268 50
252 274 50
252 282 50
252 286 50
252 287 50
252 306 50
252 308 50
252 310 50
252 311 50
252 320 50
252 323 50
252 347 50
253 315 50
254 305 50
256 289 50
256 293 50
256 297 50
256 308 50
256 320 50
257 259 50
257 264 50
257 277 50
257 278 50
257 287 50
257 294 50
257 300 50
257 324 50
257 325 50
257 333 50
257 335 50
259 264 50
259 277 50
259 278 50
259 287 50
259 292 50
259 294 50
259 300 50
259 305 50
259 325 50
259 333 50
259 335 50
259 351 50
260 302 50
261 266 50
261 292 50
261 330 50
262 271 50
262 353 50
263 269 50
263 274 50
264 277 50
264 278 50
264 287 50
264 293 50
264 294 50
264 300 50
264 325 50
264 333 50
264 335 50
265 338 50
265 353 50
266 285 50
267 304 50
267 319 50
267 322 50
267 333 50
267 349 50
267 352 50
268 274 50
268 282 50
268 286 50
268 287 50
268 306 50
268 308 50
268 310 50
268 311 50
268 320 25
268 323 50
268 347 50
269 274 50
269 280 50
269 309 50
269 323 50
269 347 50
270 309 50
274 282 50
274 286 50
274 287 50
274 306 50
274 308 50
274 310 50
274 311 50
274 320 50
274 323 50
274 347 50
275 330 50
277 278 50
277 287 50
277 294 50
277 300 50
277 325 50
277 333 50
277 335 50
278 287 50
278 294 50
278 300 50
278 325 50
278 333 50
278 335 50
280 309 50
280 313 50
280 323 50
280 347 50
282 286 50
282 287 50
282 306 50
282 308 50
282 310 50
282 311 50
282 320 50
282 323 50
282 347 50
283 290 50
283 303 50
283 354 25
284 348 50
285 302 25
285 305 50
285 340 50
285 346 50
286 287 50
286 306 50
286 308 50
286 310 50
286 311 50
286 320 50
286 323 50
286 347 50
287 294 50
287 300 50
287 306 50
287 308 50
287 310 50
287 311 50
287 320 50
287 323 50
287 325 50
287 333 50
287 335 50
287 347 50
288 303 50
288 319 50
289 293 50
289 297 50
289 308 50
289 320 50
290 303 50
290 354 50
291 328 50
292 330 50
292 351 50
293 297 50
293 308 50
293 320 50
294 300 50
294 325 50
294 333 50
294 335 50
295 328 50
296 326 50
297 308 50
297 320 50
298 338 50
299 314 50
300 325 50
300 333 50
300 335 50
303 319 50
303 354 50
304 319 50
304 322 50
304 333 50
304 349 50
304 352 50
305 340 50
305 346 50
306 308 50
306 310 50
306 311 50
306 320 50
306 323 50
306 347 50
307 341 50
308 310 50
308 311 50
308 320 25
308 323 50
308 347 50
309 323 50
309 333 50
309 347 50
310 311 50
310 320 50
310 323 50
310 347 50
311 320 50
311 323 50
311 347 50
314 339 50
317 321 50
319 322 50
319 333 50
319 339 50
319 349 50
319 352 50
320 323 50
320 347 50
320 349 50
322 333 50
322 349 50
322 352 50
323 329 50
323 347 25
325 333 50
325 335 50
333 335 50
333 349 50
333 352 50
340 346 50
349 352 50
